"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"iTunes Store","The 50 Final Events in World History","Robert J. Morgan","world history",12.74,3.99,13,NA,NA,2025-11-19 04:05:18,4
"Open Library","Lolita","Vladimir Nabokov","romance",NA,3.93,109,1777,"rus",2025-11-19 04:05:18,4
"Open Library","The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","mystery",NA,4,141,1875,"rus",2025-11-19 04:05:18,4
"Open Library","Atomic Habits","James Clear","self_help",NA,4.03,1332,2016,"tur",2025-11-19 04:05:18,4
"Google Books","Self and Emotion","Robert Hogan","Individuality",NA,NA,NA,1991,"en",2025-11-19 04:05:18,4
"Google Books","Evgeniy Onegin","Alexander Pushkin","poetry",NA,NA,NA,2015,"ru",2025-11-19 04:05:18,4
"Open Library","La casa de los espíritus","Isabel Allende","romance",NA,4.26,20,1982,"fre",2025-11-19 04:05:18,4
"Open Library","Loving","Danielle Steel","business",NA,4.01,1,1980,"pol",2025-11-19 04:05:18,4
"iTunes Store","Primitive- A Bones Bonebrake Adventure","David Wood","adventure",2.87,4.44,37,NA,NA,2025-11-19 04:05:18,4
"Open Library","Indian horse","Richard Wagamese","sports",NA,4.95,3,2012,"eng",2025-11-19 04:05:18,4
"iTunes Store","The Year's Best Science Fiction: First Annual Collection","Gardner Dozois","science fiction",10.29,3.48,6,NA,NA,2025-11-19 04:05:18,4
"Open Library","Les Robots","Isaac Asimov","thriller",NA,4.3,180,1950,"por",2025-11-19 04:05:18,4
"Google Books","Deadly Masquerade","Donita Woodruff","True Crime",NA,NA,NA,2005,"en",2025-11-19 04:05:18,4
"Open Library","The Pearl","John Steinbeck","children",NA,3.63,53,1945,"tib",2025-11-19 04:05:18,4
"Open Library","The Beautiful and Damned","F. Scott Fitzgerald","fiction",NA,3.98,10,1920,"chi",2025-11-19 04:05:18,4
"iTunes Store","Small Dragon Egg But Big Expectations: AabiLynn’s Dragon Rite- Fantasy, Science Fiction, & Horror Flash Fiction #17","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Finland Travel Guide","Lonely Planet","travel",16.55,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Magician's Nephew","C. S. Lewis","romance",NA,3.95,106,1955,"ice",2025-11-19 04:05:18,4
"iTunes Store","The Adventure of the Christmas Pudding","Agatha Christie","adventure",0.96,4.48,60,NA,NA,2025-11-19 04:05:18,4
"Open Library","Divergent","Veronica Roth","philosophy",NA,3.96,200,2010,"por",2025-11-19 04:05:18,4
"iTunes Store","LEGO Friends: Jungle Adventure (Chapter Book #6)","Cathy Hapka","adventure",3.07,4.41,39,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","My Lesbian Experiment - An Erotic First Time Lesbian Adventure","Emily Fawn","adventure",0.98,4.61,9,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","USA National Parks","DK Travel","travel",2.99,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Trouble with Poetry","Billy Collins","poetry",11.03,3.89,18,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Stones of Venice","John Ruskin","philosophy",NA,4.61,2,1851,"eng",2025-11-19 04:05:18,4
"Open Library","Братья Карамазовы","Фёдор Михайлович Достоевский","romance",NA,4.3,62,1880,"rus",2025-11-19 04:05:18,4
"Open Library","Brave New World","Aldous Huxley","science_fiction",NA,4.09,457,1932,"rus",2025-11-19 04:05:18,4
"iTunes Store","Second Grade Poetry - 2BS","Cindy Herren","poetry",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Islamic Social Finance","Valentino Cattelan","business finance",51.23,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","The Dark Descent","David G. Hartwell","Horror",NA,NA,NA,1992,"en",2025-11-19 04:05:18,4
"Open Library","Improve Your Communication Skills","Alan Barker","self_help",NA,4.1,3,2010,"eng",2025-11-19 04:05:18,4
"iTunes Store","The 56th Golden Age of Science Fiction MEGAPACK®: Charles A. Stearns","Charles A. Stearns","science fiction",0.98,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Her Captain's Command 1 Stripped (erotica science fiction)","Christina Stoke","science fiction",0,3.93,65,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Art of War","孙武","art",NA,4.1,157,1900,"fre",2025-11-19 04:05:18,4
"Open Library","The Moving Finger","Agatha Christie","mystery",NA,3.82,11,1942,"dut",2025-11-19 04:05:18,4
"Open Library","Wizard and Glass","Stephen King","thriller",NA,4.19,74,1997,"eng",2025-11-19 04:05:18,4
"Open Library","Peanuts cook book","Charles M. Schulz","cookbook",NA,NA,NA,1969,"eng",2025-11-19 04:05:18,4
"Open Library","Die Blechtrommel","Günter Grass","poetry",NA,2.85,14,1959,"ger",2025-11-19 04:05:18,4
"iTunes Store","Finding Your Way Back to YOU: A self-help book for women who want to regain their Mojo and realise their dreams!","Lynne Saint","self help",9.57,3.45,22,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Best Science Fiction and Fantasy of the Year","Jonathan Strahan","science fiction",10.22,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Cherry Girl (science fiction romance)","Candy Dance","science fiction",2.86,4.38,9,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Cooking con Claudia","Claudia Regalado","cooking",12.51,4.58,15,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Study of History","Arnold J. Toynbee","history",NA,4.39,8,1900,"rus",2025-11-19 04:05:18,4
"iTunes Store","Unbelievable Crimes Volume Three: Macabre Yet Unknown True Crime Stories","Daniela Airlie","true crime",2.91,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Year's Best Science Fiction: Twentieth Annual Collection","Gardner Dozois","science fiction",14.98,3.96,6,NA,NA,2025-11-19 04:05:18,4
"Open Library","Real","Katy Evans","sports",NA,3.9,3,2013,"eng",2025-11-19 04:05:18,4
"iTunes Store","Please Love Me at My Worst","Michaela Angemeer","poetry",10.07,4.57,129,NA,NA,2025-11-19 04:05:18,4
"Open Library","How to Win Friends and Influence People","Dale Carnegie","self_help",NA,4.08,403,1936,"por",2025-11-19 04:05:18,4
"Open Library","Ralph S. Mouse","Beverly Cleary","sports",NA,3.77,8,1982,"eng",2025-11-19 04:05:18,4
"Open Library","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","E. L. Konigsburg","art",NA,4.05,30,1967,"eng",2025-11-19 04:05:18,4
"iTunes Store","Art Deco in Detroit","Rebecca Binno Savage & Greg Kowalski","art design",13.22,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","We Must Not Think of Ourselves","Lauren Grodstein","historical fiction",2.97,4.6,207,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Coaching Football For Dummies, Mini Edition","National Alliance for Youth Sports & Greg Bach","sports outdoors",1.01,3.41,43,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Toward a Psychology of Being","Abraham H. Maslow","psychology",1.95,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Der Zauberberg","Thomas Mann","philosophy",NA,4.18,13,1924,"rus",2025-11-19 04:05:18,4
"iTunes Store","The Art Of Critical Thinking: How To Build The Sharpest Reasoning Possible For Yourself","Christopher Hayes","psychology",0,3.93,499,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The World's Best Poetry, Volume 3","Bliss Carman","poetry",0,2.53,6,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Unicorn Quest","Kamilla Benko","childrens fiction",6.66,4.01,9,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Fantastic Stories Presents: Science Fiction Super Pack #1","Warren Lapine","science fiction",2.09,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Economics, an introductory analysis","Paul Anthony Samuelson","business",NA,2.69,3,1948,"ger",2025-11-19 04:05:18,4
"Open Library","500 Vegan Dishes","Deborah Gray","cookbook",NA,NA,NA,2011,"eng",2025-11-19 04:05:18,4
"Open Library","Great American Home Baking",NA,"cookbook",NA,5,1,1993,"eng",2025-11-19 04:05:18,4
"Open Library","Moby Dick","Herman Melville","science_fiction",NA,3.9,187,1851,"fre",2025-11-19 04:05:18,4
"iTunes Store","Turkey Travel Guide","Wolfgang Sladkowski & Wanirat Chanapote","travel",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Mafia Hitmen And Assassins: The True Crime Stories of Contract Killers","Daniel Brand","true crime",3.85,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","September","Rosamunde Pilcher","Fiction",NA,4.92,1,1991,"en",2025-11-19 04:05:18,4
"Open Library","The Federalist, or, The New Constitution","Alexander Hamilton","biography",NA,4.55,7,1788,"eng",2025-11-19 04:05:18,4
"Open Library","The Renaissance, Studies in Art and Poetry","Walter Pater","art",NA,4.88,1,1873,"ger",2025-11-19 04:05:18,4
"Open Library","R.U.R. and The insect play","Karel Čapek","science_fiction",NA,3.7,8,1920,"ger",2025-11-19 04:05:18,4
"iTunes Store","The Cuckolding Wizard's Adventure Vol. 2","MAZIKARI & MASAHIRO ITOSUGI","adventure",10.06,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Philosophy of Osteopathy","Andrew Taylor Still","philosophy",3.03,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Culture and Cooking","Catherine Owen","cooking",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","28 Summers","Elin Hilderbrand","historical fiction",13.08,4.37,5150,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Zombie Psychology","Sarina Dorie","psychology",0,3.51,9,NA,NA,2025-11-19 04:05:18,4
"Open Library","Poems by John Keats","John Keats","travel",NA,4.22,5,1800,"eng",2025-11-19 04:05:18,4
"Open Library","How to cook everything vegetarian","Mark Bittman","cookbook",NA,NA,NA,2003,"eng",2025-11-19 04:05:18,4
"iTunes Store","Self Help","Gabrielle Bernstein","self help",15.24,4.5,6,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Russia in World History","Barbara Alpern Engel & Janet Martin","world history",30.35,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Material World","Ed Conway","world history",15.54,4.51,35,NA,NA,2025-11-19 04:05:18,4
"Open Library","The game of life and how to play it","Florence Scovel Shinn","self_help",NA,4.21,17,1925,"spa",2025-11-19 04:05:18,4
"iTunes Store","Adventures of Huckleberry Finn","Mark Twain","adventure",0,4.04,614,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Beauty and the Alpha Beast: Wolf Shifter Fairy Tale Retellings Book 1","Bella Moondragon","fantasy",0,4,115,NA,NA,2025-11-19 04:05:18,4
"Open Library","Доктор Живаго","Boris Leonidovich Pasternak","historical_fiction",NA,3.41,16,1957,"yid",2025-11-19 04:05:18,4
"iTunes Store","Intoxicated Poems","Vaidehi Kanathe","poetry",0,3.99,42,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","International Business Finance","Michael Connolly","business finance",85.79,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Case-Book of Sherlock Holmes","Arthur Conan Doyle","mystery",NA,4.62,30,1927,"srp",2025-11-19 04:05:18,4
"Open Library","Discours de la méthode","René Descartes","philosophy",NA,4.24,13,1644,"heb",2025-11-19 04:05:18,4
"Open Library","Игрокъ","Фёдор Михайлович Достоевский","psychology",NA,3.81,7,1866,"por",2025-11-19 04:05:18,4
"iTunes Store","Cooking for Picasso","Camille Aubray","cooking",14.34,4.54,100,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Mystery of Adventure Island","Paul Moxham","adventure",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Room with a View","E. M. Forster","fiction",NA,3.77,20,1905,"chi",2025-11-19 04:05:18,4
"Open Library","La Peste","Albert Camus","psychology",NA,4.17,28,1942,"arm",2025-11-19 04:05:18,4
"Open Library","Oliver Twist","Charles Dickens","psychology",NA,4.02,76,1822,"yid",2025-11-19 04:05:18,4
"iTunes Store","Cooking with Convection","Beatrice Ojakangas","cooking",8.55,3.05,5,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","World History in Twelve Hops 3: Ancient Egypt","Tobias Sterling & Manuela Soriani","world history",0.97,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","Sleeping with the Lights on","Darryl Jones","Literary Criticism",NA,NA,NA,2018,"en",2025-11-19 04:05:18,4
"Open Library","Through the Looking-Glass","Lewis Carroll","children",NA,3.96,56,1865,"bel",2025-11-19 04:05:18,4
"Open Library","A Mind That Found Itself","Clifford Whittingham Beers","biography",NA,3.94,6,1908,"ger",2025-11-19 04:05:18,4
"Open Library","Vingt mille lieues sous les mers","Jules Verne","science_fiction",NA,4.07,60,1870,"yid",2025-11-19 04:05:18,4
"Open Library","Ἀπολογία Σωκράτους","Πλάτων","philosophy",NA,3.98,33,1675,"ita",2025-11-19 04:05:18,4
"Open Library","Доктор Живаго","Boris Leonidovich Pasternak","romance",NA,3.41,16,1957,"yid",2025-11-19 04:05:18,4
"Google Books","The Silence that Speaks","Andrea Kane","Fiction",NA,NA,NA,2015,"en",2025-11-19 04:05:18,4
"Google Books","Modern Architectural Theory","Harry Francis Mallgrave","Architecture",NA,4.6,2,2009,"en",2025-11-19 04:05:18,4
"Google Books","Architectural Regionalism","Vincent B. Canizaro","Architecture",NA,NA,NA,2007,"en",2025-11-19 04:05:18,4
"Open Library","The Power of Focused Thinking","Edward de Bono","self_help",NA,4.1,5,1981,"eng",2025-11-19 04:05:18,4
"Open Library","The Anne of Green Gables cookbook","Kate Macdonald","cookbook",NA,5,2,1985,"eng",2025-11-19 04:05:18,4
"iTunes Store","Alchemical Psychology","James Hillman","psychology",10.34,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","True Crime Confidential Volume 3","Robert Keller","true crime",3.96,4.39,5,NA,NA,2025-11-19 04:05:18,4
"Google Books","The Authoritarian Personality","Theodor Adorno, Else Frenkel-Brenswik, Daniel J. Levinson, R. Nevitt Sanford","Political Science",NA,NA,NA,2019,"en",2025-11-19 04:05:18,4
"Google Books","Agency, Motivation, and the Life Course","Lisa J. Crockett","Adaptability (Psychology)",NA,NA,NA,2002,"en",2025-11-19 04:05:18,4
"iTunes Store","How to Start a Business","Jason Nazar & Rochelle Bailis","business finance",0,3.88,618,NA,NA,2025-11-19 04:05:18,4
"Google Books","Bibliographic Guide to Art and Architecture","New York Public Library. Art and Architecture Division","Architecture",NA,NA,NA,1975,"en",2025-11-19 04:05:18,4
"Google Books","Lives of Seventy of the Most Eminent Painters, Sculptors and Architects","Giorgio Vasari","Art",NA,NA,NA,1896,"en",2025-11-19 04:05:18,4
"Open Library","Fantastic Mr Fox","Roald Dahl","fantasy",NA,3.9,110,1970,"baq",2025-11-19 04:05:18,4
"iTunes Store","The Edge Chronicles: Vox","Paul Stewart & Chris Riddell","childrens fiction",8.75,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Meditations","Marcus Aurelius","self_help",NA,4.09,137,1626,"ukr",2025-11-19 04:05:18,4
"iTunes Store","Charlotte True Crime Series","Cathy Pickens","true crime",12.31,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Child's Garden of Verses","Robert Louis Stevenson","children",NA,3.72,5,1885,"eng",2025-11-19 04:05:18,4
"iTunes Store","Visualization: A Realistic Guide for Self-Help, Self-Healing, and Improving Other Areas of Self","Kam Knight","self help",5.17,4.62,5,NA,NA,2025-11-19 04:05:18,4
"Open Library","The complete poetical works","Robert Burns","poetry",NA,4.08,2,1786,"bel",2025-11-19 04:05:18,4
"iTunes Store","Psychology Statistics For Dummies","Donncha Hanna & Martin Dempster","psychology",14.63,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","BioShock and Philosophy","Luke Cuddy","philosophy",11.95,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","Handbook of Trait Narcissism","Anthony D. Hermann, Amy B. Brunell, Joshua D. Foster","Psychology",NA,5,1,2018,"en",2025-11-19 04:05:18,4
"iTunes Store","Travel Israel","MobileReference","travel",5.07,3.44,22,NA,NA,2025-11-19 04:05:18,4
"Open Library","À rebours","Joris-Karl Huysmans","art",NA,4.31,10,1884,"ger",2025-11-19 04:05:18,4
"Open Library","Marc Chagall","Marc Chagall","art",NA,NA,NA,1948,"mul",2025-11-19 04:05:18,4
"iTunes Store","Philosophy of Mathematics","Øystein Linnebo","philosophy",20.74,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","The Buccaneers","Edith Wharton, Marion Mainwaring","American fiction",NA,NA,NA,1993,"en",2025-11-19 04:05:18,4
"Open Library","Die Blechtrommel","Günter Grass","romance",NA,3,14,1959,"ger",2025-11-19 04:05:18,4
"Open Library","The Collector","John Fowles","horror",NA,3.78,4,1963,"ger",2025-11-19 04:05:18,4
"Open Library","Pucking Around","Emily Rath","sports",NA,2.96,2,2023,"eng",2025-11-19 04:05:18,4
"Open Library","The Eagle has Landed","Henry Patterson","thriller",NA,4.36,13,1975,"ger",2025-11-19 04:05:18,4
"iTunes Store","The Glassmaker","Tracy Chevalier","historical fiction",13.24,3.89,208,NA,NA,2025-11-19 04:05:18,4
"Open Library","How to Win Friends and Influence People","Dale Carnegie","philosophy",NA,4.13,403,1936,"por",2025-11-19 04:05:18,4
"Open Library","The Curious Incident of the Dog in the Night-Time","Mark Haddon","mystery",NA,3.95,230,2002,"por",2025-11-19 04:05:18,4
"Open Library","The Magician's Nephew","C. S. Lewis","children",NA,4.09,106,1955,"ice",2025-11-19 04:05:18,4
"Open Library","Alice's Adventures in Wonderland","Lewis Carroll","travel",NA,4.15,217,1865,"yid",2025-11-19 04:05:18,4
"iTunes Store","World History in Twelve Hops 7: Silk Road","Tobias Sterling & Manuela Soriani","world history",1.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Singapore Travel Guide","Lonely Planet","travel",16.46,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","His Other Wife (A Stella Fall Psychological Suspense Thriller—Book One)","Ava Strong","mystery thriller",0,3.94,1223,NA,NA,2025-11-19 04:05:18,4
"Open Library","Siddhartha","Hermann Hesse","philosophy",NA,4.22,60,1922,"guj",2025-11-19 04:05:18,4
"Google Books","The Third Reich in Power, 1933 - 1939","Richard J. Evans","History",NA,NA,NA,2012,"en",2025-11-19 04:05:18,4
"iTunes Store","GA: Geijutsuka Art Design Class, Vol. 7","Satoko Kiyuduki, Sheldon Drzka & Lys Blakeslee","art design",6.96,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Aaron's Adventure","Eric Turner","adventure",0,4.11,20,NA,NA,2025-11-19 04:05:18,4
"Open Library","Northern Lights","Philip Pullman","fantasy",NA,3.87,223,1995,"por",2025-11-19 04:05:18,4
"iTunes Store","Horror Shots","Maison Crow","horror fiction",0,4.45,5,NA,NA,2025-11-19 04:05:18,4
"Google Books","The Lady from the Sea","Henrik Ibsen","Poetry",NA,NA,NA,2024,"en",2025-11-19 04:05:18,4
"Open Library","Le Tour du Monde en Quatre-Vingts Jours","Jules Verne","science_fiction",NA,4.04,85,1872,"por",2025-11-19 04:05:18,4
"iTunes Store","Aesthetic Poetry","Walter Pater","poetry",0,3.96,6,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Self Help Bible: A Healing Guide for Individuals with Common Problems - Self Help For Alcoholism To Anxiety","Mary-Ann Grady","self help",2.98,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Little Fires Everywhere: Reese's Book Club","Celeste Ng","historical fiction",6.96,4.4,9552,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Gail's Artisan Bakery Cookbook","Roy Levy & Gail Mejia","art design",15.68,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Доктор Живаго","Boris Leonidovich Pasternak","poetry",NA,3.45,16,1957,"yid",2025-11-19 04:05:18,4
"iTunes Store","Tales of Science Fiction","Robert E. Keller","science fiction",0,3.49,8,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Philosophy of Language","Scott Soames","philosophy",20.77,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Help","Kathryn Stockett","historical fiction",15.04,4.57,37890,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Heidi - Read it yourself with Ladybird (Enhanced Edition)","Ladybird","childrens fiction",9.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Mastering the Art of French Cooking, Volume 1","Julia Child, Louisette Bertholle & Simone Beck","cooking",3.08,4.09,115,NA,NA,2025-11-19 04:05:18,4
